plant_name,scientific_name,plant_category,plant_type,days_to_maturity,plant_spacing,sowing_depth,position,season,germination,sowing_method,hardiness_life_cycle,characteristics,description,additional_information,seed_type,image_filename,cool_climate_sowing_period,temperate_climate_sowing_period,subtropical_climate_sowing_period,tropical_climate_sowing_period,arid_climate_sowing_period
Chinese Mustard- Ruby Streaks,Brassica japonica,herb,Mild flavour; Attractive ruby leaves,55 days (25 days for baby leaf),20cm,5mm,"Part or full sun, moist soil",Spring and autumn,5-10 days @ 7-29°C,Sow direct or raise seedlings,Hardy Annual,Mild flavour,"Similar to the previous entry, this **Red Mizuna** offers attractive red cut leaf foliage with a mildly pungent flavor, perfect for salads and sandwiches. Like its green counterpart, it can be grown as a microgreen to intensify its flavor and aesthetic appeal.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Chinese Mustard- Ruby Streaks_Brassica japonica/Chinese Mustard- Ruby Streaks_Brassica japonica_1.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Chives,Allium schoenoprasum,herb,Perennial 50cm; Culinary herb; Mild onion flavour,60-90 days,15cm,5mm,"Full sun, moist well drained soil","Spring, summer and autumn",7-14 days @ 18-21°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Perennial,Mild onion flavour; Best flavour of the common thyme varieties; Refreshing flavour; Pleasant lemon flavour used in tea,". The perennial **Chives**, growing up to 25cm tall, produces clumps of green, hollow, tubular leaves that have a mild onion flavor. These versatile leaves are often used as garnishes, in sauces, dips, stews, casseroles, salads, and soups – making them an excellent addition to any kitchen garden or container setup.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Chives_Allium schoenoprasum/Chives_Allium schoenoprasum_1.jpg; Chives_Allium schoenoprasum/Chives_Allium schoenoprasum_2.jpg; Chives_Allium schoenoprasum/Chives_Allium schoenoprasum_3.jpg; Chives_Allium schoenoprasum/Chives_Allium schoenoprasum_4.jpg,"January, February, March, October, November, December","January, February, March, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, September, October, November, December"
Clary Sage,Salvia sclarea,herb,Biennial 120cm; Culinary and medicinal herb; Very attractive plant,90-110 days,60cm,6mm,"Full sun, moist well drained soil",Spring,14-21 days @ 19-21°C,Sow direct or raise seedlings,Hardy Biennial,Best flavour of the common thyme varieties,"**Biennial Plant**: Growing up to 120cm, this plant boasts attractive hairy green wrinkled leaves and violet and cream/white flowers. Its culinary and medicinal uses are well-documented, with its essential oil being a prized commodity.",Purple/Violet Flowers; Culinary use; Medicinal use; Ornamental use,"Open pollinated, untreated, non-GMO variety of seed",Clary Sage_Salvia sclarea/Clary Sage_Salvia sclarea_1.jpg; Clary Sage_Salvia sclarea/Clary Sage_Salvia sclarea_2.jpg; Clary Sage_Salvia sclarea/Clary Sage_Salvia sclarea_3.jpg; Clary Sage_Salvia sclarea/Clary Sage_Salvia sclarea_4.jpg,"September, October, November","September, October, November, December","August, September, October, November","May, June, July","June, July"
Comfrey,Symphytum officinale,herb,Perennial herb; Improves soil,365 days,60cm,5mm,"Part or full sun, moist soil",Spring and Autumn,25-30 days @ 20-22°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost hardy Perennial,,"**Comfrey**: A perennial herb forming clumps of large dark green, hairy ovate leaves that produce upright stems with white to pink bell-like flowers. Reaching 120cm tall by 60cm wide, Comfrey is renowned for improving soil quality through its deep roots and ability to bring up nutrients from the depths.",Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Comfrey_Symphytum officinale/Comfrey_Symphytum officinale_1.jpg; Comfrey_Symphytum officinale/Comfrey_Symphytum officinale_2.jpg; Comfrey_Symphytum officinale/Comfrey_Symphytum officinale_3.jpg; Comfrey_Symphytum officinale/Comfrey_Symphytum officinale_4.jpg,"February, March, April, September, October, November","March, April, May, August, September, October","February, March, April, May, June, July, August, September, October","March, April, May","April, May, June, July, August, September"
Coriander,Coriandrum sativum,herb,"Annual 50cm; Culinary and medicinal herb; Chinese Parsley ""Cilantro""",45 days,20cm,6mm,"Part or full sun, moist well drained soil",Spring and autumn,7-10 days @ 18-21°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,,"**Coriander**: An annual plant growing to 50cm, Coriander's aromatic leaves are perfect for adding freshness to salads or cooking in soups, sauces, and chutneys. Its dried seeds are also used as a flavoring agent, with medicinal uses on top of its culinary appeal.",Attracts beneficial insects; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Coriander_Coriandrum sativum/Coriander_Coriandrum sativum_1.jpg; Coriander_Coriandrum sativum/Coriander_Coriandrum sativum_2.jpg; Coriander_Coriandrum sativum/Coriander_Coriandrum sativum_3.jpg,"September, October, November, December","March, April, August, September, October, November","March, April, May, June, July, August, September, October","March, April, May, June, July, August, September, October","March, April, May, August, September"
Coriander- Hacor,Coriandrum sativum,herb,Annual to 40cm; Spicy variety; Easy to grow,70 days,20cm,5mm,"Part or full sun, moist well drained soil","Spring, Summer and autumn",7-10 days @ 18-21°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,,"**Thai Hot Pepper**: This annual plant grows up to 40cm, boasting hot and spicy leaves that add heat to Asian dishes, curries, and salsas. Easy to grow and slow to bolt to seed, the entire plant can be consumed, including leaves, roots, and stems.",Container growing; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Coriander- Hacor_Coriandrum sativum/Coriander- Hacor_Coriandrum sativum_1.jpg,"September, October, November, December","March, April, August, September, October, November","March, April, May, June, July, August, September, October","March, April, May, June, July, August, September, October","March, April, May, August, September"
Coriander- Lemon,Coriandrum sativum,herb,"Easy to grow; Lemon fragrance and flavour; Chinese Parsley ""Cilantro""",70 days,20cm,5mm,"Part or full sun, moist well drained soil","Spring, Summer and autumn",7-10 days @ 18-21°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,Lemon fragrance and flavour,"**Coriander (again!)**: Another annual variety with a unique lemony flavor, Coriander's crushed leaves have a fragrance reminiscent of lemon and sage. Aromatic herb that can be used fresh in salads or cooked in soups, sauces, and chutneys.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Coriander- Lemon_Coriandrum sativum/Coriander- Lemon_Coriandrum sativum_1.jpg,"September, October, November, December","March, April, August, September, October, November","March, April, May, June, July, August, September, October","March, April, May, June, July, August, September, October","March, April, May, August, September"
Catnip- Lemon,,herb,Perennial to 90cm; Mint-lemon fragrance; Insect repellant,90 days,50cm,5mm,"Full or part sun, moist well drained soil","Spring, summer and autumn",10-20 days @ 21-27°C,**Raise seedlings:** This means seeds are best started off in trays or other containers and then transplanted to their final position once they are established,Frost Hardy Perennial,Mild flavour; Sweet roots growing to 18cm,"**Lemon Catnip**: This perennial herb grows up to 90cm x 90cm, with foliage boasting a pleasant mint-lemon aroma. Said to repel cats more effectively than standard catnip while attracting humans, it makes an excellent companion plant for its natural insect-repelling properties.",Attracts beneficial insects; Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Catnip- Lemon_unknown/Catnip- Lemon_unknown_1.jpg; Catnip- Lemon_unknown/Catnip- Lemon_unknown_2.jpg,"January, February, March, October, November, December","January, February, March, April, September, October, November, December","April, May, June, July, August, September","April, May, June, July, August, September","April, May, June, July, August, September"
Chervil,Anthriscus cerefolium,herb,Biennial 50cm; Gourmet Parsley; Culinary herb,60-70 days,30cm,6mm,"Shade or sun, moist soil",Spring and summer,10-14 days @ 13-20°C,Sow direct or raise seedlings,Hardy Biennial,Mild flavour,"**Biennial Plant (again!)**: Growing up to 50cm, this delicate curly green foliage boasts a mild aniseed flavor and is commonly used in soups, poultry, seafood, vegetables, salads, and egg dishes.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Chervil_Anthriscus cerefolium/Chervil_Anthriscus cerefolium_1.jpg; Chervil_Anthriscus cerefolium/Chervil_Anthriscus cerefolium_2.jpg,"January, February, March, September, October, November, December","January, February, March, April, August, September, October, November, December","March, April, May, June, July, August, September","May, June, July","May, June, July"
Chinese Mustard Greens- Gai Choi,Brassica juncea,herb,Leaf vegetable/salad green; Quick growing; Semi heading variety,50 days,15cm,5mm,"Part or full sun, moist soil",Spring and autumn,4-21 days @ 7-29°C,**Sow direct:** This means that the seeds are best sown directly into the garden,Hardy Annual,,"**Semi-Heading Mustard**: A fast-growing variety with wide green leaves and thick white stems, offering a medium mustard flavor. Suitable for leaf vegetable or salad green, great for stir fries and soups, and good for pickling.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Chinese Mustard Greens- Gai Choi_Brassica juncea/Chinese Mustard Greens- Gai Choi_Brassica juncea_1.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
Chinese Mustard- Lime Streaks,Brassica japonica,herb,Mild flavour; Attractive green leaves,55 days (25 days for baby leaf),20cm,5mm,"Part or full sun, moist soil",Spring and autumn,5-10 days @ 7-29°C,Sow direct or raise seedlings,Hardy Annual,Mild flavour,"**Japanese Mustard Green**: Fast-growing plants with bright green serrated leaves provide a mildly pungent flavor. Ideal for salads and sandwiches, can be grown as microgreens, often referred to as Mizuna.",Culinary use; Medicinal use,"Open pollinated, untreated, non-GMO variety of seed",Chinese Mustard- Lime Streaks_Brassica japonica/Chinese Mustard- Lime Streaks_Brassica japonica_1.jpg; Chinese Mustard- Lime Streaks_Brassica japonica/Chinese Mustard- Lime Streaks_Brassica japonica_2.jpg,"January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December","January, February, March, April, May, June, July, August, September, October, November, December"
